0.000000	-inf	
0.010000	-99.996666	
0.020000	-49.993336	
0.030000	-33.323334	
0.040000	-24.986666	
0.050000	-19.983330	
0.060000	-16.646662	
0.070000	-14.262373	
0.080000	-12.473322	
0.090000	-11.081095	
0.100000	-9.966644	
0.110000	-9.054213	
0.120000	-8.293295	
0.130000	-7.648926	
0.140000	-7.096129	
0.150000	-6.616591	
0.160000	-6.196576	
0.170000	-5.825577	
0.180000	-5.495425	
0.190000	-5.199672	
0.200000	-4.933155	
0.210000	-4.691698	
0.220000	-4.471883	
0.230000	-4.270887	
0.240000	-4.086358	
0.250000	-3.916317	
0.260000	-3.759094	
0.270000	-3.613263	
0.280000	-3.477604	
0.290000	-3.351063	
0.300000	-3.232728	
0.310000	-3.121805	
0.320000	-3.017598	
0.330000	-2.919496	
0.340000	-2.826960	
0.350000	-2.739512	
0.360000	-2.656728	
0.370000	-2.578229	
0.380000	-2.503676	
0.390000	-2.432765	
0.400000	-2.365222	
0.410000	-2.300801	
0.420000	-2.239278	
0.430000	-2.180449	
0.440000	-2.124132	
0.450000	-2.070158	
0.460000	-2.018372	
0.470000	-1.968636	
0.480000	-1.920821	
0.490000	-1.874807	
0.500000	-1.830488	
0.510000	-1.787762	
0.520000	-1.746536	
0.530000	-1.706726	
0.540000	-1.668252	
0.550000	-1.631041	
0.560000	-1.595025	
0.570000	-1.560139	
0.580000	-1.526325	
0.590000	-1.493528	
0.600000	-1.461696	
0.610000	-1.430781	
0.620000	-1.400739	
0.630000	-1.371526	
0.640000	-1.343104	
0.650000	-1.315436	
0.660000	-1.288486	
0.670000	-1.262221	
0.680000	-1.236611	
0.690000	-1.211628	
0.700000	-1.187242	
0.710000	-1.163428	
0.720000	-1.140162	
0.730000	-1.117421	
0.740000	-1.095183	
0.750000	-1.073426	
0.760000	-1.052132	
0.770000	-1.031281	
0.780000	-1.010855	
0.790000	-0.990838	
0.800000	-0.971215	
0.810000	-0.951968	
0.820000	-0.933085	
0.830000	-0.914551	
0.840000	-0.896353	
0.850000	-0.878478	
0.860000	-0.860914	
0.870000	-0.843651	
0.880000	-0.826676	
0.890000	-0.809979	
0.900000	-0.793551	
0.910000	-0.777382	
0.920000	-0.761462	
0.930000	-0.745782	
0.940000	-0.730335	
0.950000	-0.715112	
0.960000	-0.700105	
0.970000	-0.685306	
0.980000	-0.670710	
0.990000	-0.656307	
